domain;dois_number;mean_visibility_index
https://catalog.paradisec.org.au/;25;0.0
https://catalogue.ceh.ac.uk/;6;0.0004333333333333333
https://cdgp.u-strasbg.fr/;1;0.0
https://cebs.niehs.nih.gov/;17;7e-05
https://centrodametropole.fflch.usp.br/;4;0.006536666666666666
https://childes.talkbank.org/;1;0.0018066666666666667
https://chooser.crossref.org/;2;0.0
https://cid.ulster.ac.uk/;13;0.0
https://clients.adaptivebiotech.com/;15;0.0
https://cmr.earthdata.nasa.gov/;2;0.0007033333333333334
https://codeocean.com/;1;3e-05
https://collections.dartmouth.edu/;320;0.0013566666666666666
https://collections.durham.ac.uk/;1;0.0
https://common.ccdc.cam.ac.uk/;2;0.0
https://commons.und.edu/;3;0.00231
https://connect.h1.co/;23781;0.0
https://connect.liblynx.com/;4715;0.0
https://conservancy.umn.edu/;135;0.00363
https://convictlandscapes.com.au/;1;0.0
https://cortex.acr.org/;6;0.00024
https://cyberleninka.ru/;3;0.0017433333333333335
https://daac.ornl.gov/;167;0.001573333333333333
https://dailynews.ascopubs.org/;257;0.0023466666666666666
https://darchive.mblwhoilibrary.org/;194;0.00025666666666666665
https://darus.uni-stuttgart.de/;17;0.0
https://data.4tu.nl/;4;0.00022
https://data.ahri.org/;3;0.0
https://data.aussda.at/;83;0.00042666666666666667
https://data.bas.ac.uk/;2;1.9999999999999998e-05
https://data.canadensys.net/;1;0.0003533333333333333
https://data.cifor.org/;84;0.0
https://data.csiro.au/;1;0.0003766666666666667
https://data.eol.ucar.edu/;2;0.0
https://data.ess-dive.lbl.gov/;127;9.999999999999999e-06
https://data.gulfresearchinitiative.org/;1;0.0
https://data.hpc.imperial.ac.uk/;1;0.0
https://data.isis.stfc.ac.uk/;1;0.0
https://data.lib.vt.edu/;1;6.666666666666667e-06
https://data.library.arizona.edu/;52;0.0
https://data.mendeley.com/;42;0.0015699999999999996
https://data.ncl.ac.uk/;2;3e-05
https://data.ngee-arctic.ornl.gov/;60;0.0
https://data.nhm.ac.uk/;1;0.00010333333333333333
https://data.nrel.gov/;7;3.666666666666666e-05
https://data.openei.org/;2;0.0
https://data.piscoweb.org/;29;0.0
https://data.pnnl.gov/;3;0.0
https://data.qdr.syr.edu/;67;0.0
https://data.sbgrid.org/;7;0.0
https://data.sciencespo.fr/;4;0.0
https://data.uni-hannover.de/;1;7.666666666666667e-05
https://data.worldagroforestry.org/;70;0.0
https://data.worldpop.org/;12;0.0
https://datacite.org/;25;0.00022666666666666666
https://datacommons.princeton.edu/;1;0.0
https://datacompass.lshtm.ac.uk/;3;9.999999999999999e-06
https://datadryad.org/;118;0.005506666666666666
https://datadryad.org:443/;2;0.005506666666666666
https://datahub.duramat.org/;1;2.3333333333333332e-05
https://datarepository.wolframcloud.com/;76;0.00016666666666666663
https://dataservices.gfz-potsdam.de/;3;0.00012333333333333334
https://datashare.ed.ac.uk/;224;0.0
https://dataspace.hkust.edu.hk/;6;0.0
https://dataspace.princeton.edu/;22;0.0025033333333333335
https://dataverse-prod.tdl.org/;1;0.0
https://dataverse.ada.edu.au/;16;2.6666666666666663e-05
https://dataverse.asu.edu/;11;0.0
https://dataverse.cirad.fr/;36;0.0
https://dataverse.dartmouth.edu/;1;0.0
https://dataverse.harvard.edu/;125;0.0030133333333333336
https://dataverse.icrisat.org/;65;0.0
https://dataverse.ird.fr/;27;0.0
https://dataverse.lib.umanitoba.ca/;2;0.0
https://dataverse.lib.virginia.edu/;3;0.0
https://dataverse.nioz.nl/;2;0.0
https://dataverse.nl/;230;0.0004
https://dataverse.no/;139;0.00015666666666666666
https://dataverse.openforestdata.pl/;2;0.0
https://dataverse.tdl.org/;126;1.6666666666666667e-05
https://dataverse.ucla.edu/;15;0.0
https://dataverse.unc.edu/;49;0.0
https://dataverse.unimi.it/;4;0.0
https://dataverse.vtti.vt.edu/;1;0.0
https://dataworks.iupui.edu/;7;2.6666666666666667e-05
https://datos.uchile.cl/;4;0.0
https://db.cngb.org/;1;0.0009099999999999999
https://ddd.uab.cat/;25;0.04905333333333333
https://demonstrations.wolfram.com/;314;0.004193333333333333
https://depositonce.tu-berlin.de/;1;0.0059
https://digibug.ugr.es/;26;0.07720666666666666
https://digibuo.uniovi.es/;2;0.028069999999999998
https://diginole.lib.fsu.edu/;22;0.001816666666666667
https://digital.csic.es/;82;0.11237333333333334
https://digital.lib.washington.edu:443/;2;0.0015366666666666666
https://digitalcommons.chapman.edu/;8;0.007016666666666667
https://digitalcommons.lsu.edu/;2;0.0020733333333333333
https://digitalcommons.mtu.edu/;1;0.0008133333333333333
https://digitalcommons.uri.edu/;1;0.0031399999999999996
https://digitalcommons.usf.edu/;3;0.0
https://digitallibrary.amnh.org/;24;6.666666666666666e-06
https://digitallibrary.usc.edu/;272;0.0
https://digitallibrary.usc.edu:443/;13;0.0
https://disc.gsfc.nasa.gov/;1;0.0007033333333333334
https://discuss-data.net/;24;0.0
https://dl.acm.org/;41;0.17083
https://doi.apa.org:443/;1;0.0005733333333333334
https://doi.ccs.ornl.gov/;4;0.0
https://doi.gin.g-node.org/;1;0.0
https://doi.ipk-gatersleben.de:443/;1;0.0
https://doi.nrct.go.th/;16;0.0
https://doi.org/;125;0.00579
https://doi.pangaea.de/;7201;0.0015600000000000002
https://drum.lib.umd.edu/;12;4.333333333333334e-05
https://dspace.emu.ee/;2;3.3333333333333333e-06
https://earth.esa.int/;10;0.37426
https://ease.org.uk/;1;0.0013733333333333332
https://easy.dans.knaw.nl/;6;0.00109
https://ecat.ga.gov.au/;1;0.0012133333333333334
https://ecl.earthchem.org/;1;0.0
https://ecommons.cornell.edu/;3;0.006233333333333333
https://edata.bham.ac.uk/;36;0.0
https://edata.stfc.ac.uk/;10;6.666666666666667e-06
https://edatos.consorciomadrono.es/;30;0.00015
https://edoc.hu-berlin.de/;6;0.03546666666666667
https://edx.netl.doe.gov/;14;0.0005033333333333334
https://egqsj.copernicus.org/;1;0.0
https://egriddata.org/;1;0.00016333333333333334
https://emeraldopenresearch.com/;1;0.0016766666666666666
https://entrepot.recherche.data.gouv.fr/;11;0.0
https://envidat.ch/;1;0.0
https://episodesplatform.eu/;1;0.0
https://eprints.glos.ac.uk/;1;0.0006033333333333334
https://eprints.lincoln.ac.uk/;1;0.00114
https://eprints.soton.ac.uk/;132;0.00608
https://erdc-library.erdc.dren.mil/;1;0.00014333333333333334
https://esdb.wdcb.ru/;3;0.0
https://espace.library.uq.edu.au/;97;0.003953333333333333
https://ets-data.sciopen.com/;2;0.0
https://extidp.ornl.gov/;1;0.0
https://ezid.cdlib.org/;6;0.0
https://f1000.com/;32;0.0021633333333333335
https://f1000.figshare.com/;1;0.0
https://f1000research.com/;49;0.00663
https://facultyopinions.com/;694;0.0
https://fair.ornl.gov/;1;0.0
https://fdz.rwi-essen.de/;1;0.0
https://figsh.com/;18;0.0
https://figshare.com/;196;0.005746666666666666
https://fluxnet.org/;15;0.0
https://gatesopenresearch.org/;1;0.00027666666666666665
https://gdr.openei.org/;51;0.0006733333333333333
https://gdr.openei.org:443/;3;0.0006733333333333334
https://genome.jgi.doe.gov/;38;0.0032099999999999997
https://geodoi.ac.cn/;43;0.0
https://geolsoc.figshare.com/;1;0.0
https://gredos.usal.es/;4;0.07356666666666668
https://heidata.uni-heidelberg.de/;92;1.6666666666666667e-05
https://hheardatacenter.mssm.edu/;1;0.0
https://hsus.cambridge.org/;100;0.0003733333333333333
https://hub.sfedu.ru/;1;0.0
https://hub.worldpop.org/;28;0.0
https://hydrosource.ornl.gov/;1;0.00013666666666666664
https://iastate.figshare.com/;1;1.9999999999999998e-05
https://idus.us.es/;8;0.15865666666666664
https://iifiir.org/;2;0.0011899999999999999
https://inhabitingtheanthropocene.com/;5;3.0000000000000004e-05
https://inslav.ru/;1;0.00020333333333333333
https://iochem-bd.bsc.es/;1;0.0
https://iochem-bd.iciq.es/;1;0.0
https://iop.figshare.com/;1;0.0
https://ir.library.oregonstate.edu/;1;0.0005233333333333333
https://iro.uiowa.edu/;11;0.0
https://janelia.figshare.com/;1;0.0
https://jlupub.ub.uni-giessen.de/;4;0.0
https://journals.asm.org/;2;0.11959666666666666
https://jyx.jyu.fi/;52;0.28829333333333335
https://karger.figshare.com/;1;2.9999999999999994e-05
https://kbase.us/;3;0.00036
https://knb.ecoinformatics.org/;2;9e-05
https://kulturabezpieczenstwa.publisherspanel.com/;1;6e-05
https://kuscholarworks.ku.edu/;2;0.004736666666666667
https://lambda.ios-regensburg.de/;1;0.0
https://lapop.app.vanderbilt.edu/;25;0.0
https://lbezone.hkust.edu.hk/;74;0.0
https://ldbase.org:443/;20;0.0
https://library.seg.org/;1;0.003186666666666666
https://library.ucsd.edu/;3;0.008176666666666667
https://link.springer.com/;5;6.462606666666668
https://livewire.energy.gov/;23;0.0
https://loar.kb.dk/;5;0.00042666666666666667
https://manifesto-project.wzb.eu/;1;0.0011033333333333333
https://materialsdata.nist.gov/;2;0.0018533333333333331
https://mdsoar.org/;2;0.00030333333333333335
https://melbourne.figshare.com/;5;0.0
https://metadata.fdz.dzhw.eu/;21;0.00023000000000000003
https://mhkdr.openei.org/;5;0.00015666666666666666
https://midcdmz.nrel.gov/;6;0.00011
https://miig.sgc.gov.co/;2;1.6666666666666667e-05
https://mistrals.sedoo.fr/;2;0.0
https://mnspruce.ornl.gov/;14;0.00014333333333333334
https://morphobank.org/;237;0.0
https://mospace.umsystem.edu/;1;0.00138
https://mountainscholar.org/;27;0.00118
https://mspace.lib.umanitoba.ca/;3;0.00088
https://musiklexikon.ac.at:443/;1;0.004756666666666667
https://myacr.acr.org/;1;0.0
https://next-gen.materialsproject.org/;437;0.0
https://ngt-data.lbl.gov/;14;0.0
https://norden.diva-portal.org/;1;0.011843333333333334
https://nyu.databrary.org/;3;4.6666666666666665e-05
https://oceanrep.geomar.de/;1;0.0015
https://odin.jrc.ec.europa.eu/;9;1.6666666666666667e-05
https://ojs.ifsp.edu.br/;1;0.0009766666666666667
https://onlinelibrary.wiley.com/;86;2.0512433333333333
https://open-research-data.zalf.de/;2;0.0
https://open.flinders.edu.au/;3;0.0
https://opencontext.org/;1;2.6666666666666667e-05
https://opendata.pku.edu.cn/;90;0.0
https://openresearch.lsbu.ac.uk/;1;0.0
https://openresearch.surrey.ac.uk/;1;0.0
https://ora.ox.ac.uk/;1;0.004766666666666667
https://ordar.otelo.univ-lorraine.fr/;1;0.0
https://ore.exeter.ac.uk/;22;0.0016800000000000003
https://orthomedia.cadmore.media/;184;0.0
https://osf.io/;4;0.033793333333333335
https://oto-manguean.surrey.ac.uk/;1;0.0
https://oxfordbibliographies.com/;1214;0.0
https://pancreapedia.org/;4;0.00021333333333333333
https://pdxscholar.library.pdx.edu/;15;0.012266666666666667
https://pearl.plymouth.ac.uk/;1;0.0021766666666666666
https://peerj.com/;393;0.00979
https://phon.talkbank.org/;1;0.0
https://physh.org/;69;0.0
https://planetary-data-portal.org/;1;0.0
https://portal.edirepository.org/;43;0.0003066666666666667
https://primarysources.brillonline.com/;57055;0.00038333333333333334
https://primordialscoop.org/;4;0.0
https://prism.ucalgary.ca/;3;0.0006999999999999998
https://psycnet.apa.org:443/;167552;0.18241
https://publons.com/;38;0.014400000000000001
https://pubs.aip.org/;33;0.0
https://pubs.rsna.org/;43;0.10270333333333333
https://pubsonline.informs.org/;5;0.02594
https://pure.iiasa.ac.at/;2;0.0019366666666666666
https://purr.purdue.edu/;1;0.00029
https://qmro.qmul.ac.uk/;1;0.0005333333333333334
https://quod.lib.umich.edu/;486;0.31579666666666667
https://raciocinioclinico.com.br/;2;0.002163333333333334
https://rda.ucar.edu/;37;0.0004933333333333333
https://referenceworks.brillonline.com/;52866;0.12233666666666668
https://refubium.fu-berlin.de/;5;0.06295666666666667
https://release.my.emsl.pnnl.gov/;1060;0.0
https://religiouslibertyinthestates.com/;1;0.0
https://repisalud.isciii.es/;2;0.005323333333333333
https://repositories.lib.utexas.edu/;4;0.0032733333333333334
https://repositorio.uc.cl/;1;0.00499
https://repository.kaust.edu.sa/;7;6.333333333333333e-05
https://repository.mines.edu/;1;0.0
https://repository.si.edu/;8;0.00437
https://repository.tcu.edu/;2;0.00014666666666666666
https://repozitorij.ffzg.unizg.hr/;1;0.0
https://research-repository.griffith.edu.au/;14;0.0016233333333333332
https://research.jcu.edu.au/;1;0.003406666666666667
https://research.repository.duke.edu/;34;0.0
https://researchconnections.org/;1;0.00217
https://researchdata.bath.ac.uk/;3;2.3333333333333332e-05
https://researchdata.bbk.ac.uk/;4;0.019683333333333334
https://researchdata.cab.unipd.it/;1;0.0
https://researchdata.gla.ac.uk/;1;0.0
https://researchdata.hhu.de/;1;0.0
https://researchdata.nie.edu.sg/;45;0.0
https://researchdata.ntu.edu.sg/;125;0.0
https://researchdata.reading.ac.uk/;28;3.666666666666666e-05
https://researchportal.port.ac.uk/;1;0.003163333333333333
https://reshare.ukdataservice.ac.uk/;12;0.0001366666666666667
https://rex.libraries.wsu.edu/;3;0.0
https://rio.upo.es/;1;0.014663333333333334
https://riubu.ubu.es/;38;0.016766666666666666
https://riuma.uma.es/;5;0.06790666666666666
https://riunet.upv.es/;7;0.1717433333333333
https://roots.ornl.gov/;3;0.0
https://rosap.ntl.bts.gov/;1;0.004379999999999999
https://rs.figshare.com/;9;4.6666666666666665e-05
https://rucore.libraries.rutgers.edu/;1;0.0013233333333333335
https://rune.une.edu.au/;34;0.0005933333333333334
https://ruor.uottawa.ca/;1;0.0035166666666666666
https://salve.icmbio.gov.br/;3;0.0
https://scholarlyeditions.brill.com/;19317;0.0
https://scholarsbank.uoregon.edu/;6;0.0023766666666666667
https://scholarworks.boisestate.edu/;54;0.0010866666666666668
https://scholarworks.iu.edu/;1;0.006713333333333334
https://scholarworks.sjsu.edu/;3;0.0011333333333333332
https://scholarworks.smith.edu/;3;0.0027233333333333332
https://scholarworks.wm.edu/;4;0.0022866666666666664
https://sciendo.com/;1;0.0
https://sciendo.com:443/;2;0.0
https://scripts.iucr.org/;2;0.005026666666666666
https://search.dataone.org/;1;1.9999999999999998e-05
https://search.gesis.org/;13;0.0066966666666666685
https://sedac.ciesin.columbia.edu/;1;0.00634
https://seg.org/;27;0.0026433333333333335
https://ses.library.usyd.edu.au/;15;0.01334
https://shareok.org/;3;0.00331
https://si-pddr.si.edu/;1;0.0
https://snd.gu.se/;5;0.10452999999999998
https://spectrum.library.concordia.ca/;1;0.0012066666666666664
https://springernature.figshare.com/;44;3.3333333333333333e-06
https://srda.sinica.edu.tw/;84;0.0
https://ssh.datastations.nl/;25;0.0
https://surveybanken.sikt.no/;2;0.0
https://tes-sfa.ornl.gov/;2;6.666666666666667e-06
https://thermopedia.com/;1;0.0029599999999999995
https://trace.utk.edu/;7;0.0
https://uclandata.uclan.ac.uk/;2;0.0
https://upcommons.upc.edu/;8;0.13751
https://urgi.versailles.inra.fr/;2;6.333333333333335e-05
https://uvadoc.uva.es/;7;0.20562
https://vedas.sac.gov.in/;10;0.00019
https://vuir.vu.edu.au/;1;0.00153
https://wellcome.figshare.com/;1;7e-05
https://wellcomeopenresearch.org/;8;0.0013566666666666666
https://wiki.cancerimagingarchive.net/;1;0.002193333333333333
https://wiley.figshare.com/;4;1.6666666666666667e-05
https://wiredspace.wits.ac.za/;1;0.00023
https://www.aarp.org/;7;0.7635733333333333
https://www.accessscience.com/;345;0.03325
https://www.aeaweb.org/;1;0.14786
https://www.ahajournals.org/;148;0.30581
https://www.anl.gov/;1;0.040323333333333336
https://www.arm.gov/;1;0.003296666666666667
https://www.authorea.com/;1177;0.007213333333333333
https://www.bindingdb.org/;1;0.00039
https://www.cambridge.org/;2;0.98951
https://www.ccdc.cam.ac.uk/;177;0.017946666666666666
https://www.cefas.co.uk/;1;0.0039766666666666665
https://www.childandfamilydataarchive.org/;65;0.0
https://www.compadre.org/;15;0.015213333333333334
https://www.cosmos.esa.int/;2;0.020606666666666665
https://www.crd.york.ac.uk/;5;0.014446666666666667
https://www.crossref.org/;4369;0.007053333333333333
https://www.cuahsi.org/;1;9e-05
https://www.datacommons.psu.edu/;1;0.0
https://www.degruyter.com/;2761;2.054196666666667
https://www.disc.wisc.edu/;51;9e-05
https://www.e-enlightenment.com/;7706;3.3333333333333335e-05
https://www.ebi.ac.uk/;9;0.5796633333333333
https://www.editage.com/;499;0.03714666666666667
https://www.erudit.org/;38;0.43445333333333336
https://www.fao.org/;271;1.3407133333333332
https://www.fs.usda.gov/;497;0.7879233333333333
https://www.gbif.org/;35;0.15825999999999998
https://www.geodoi.ac.cn/;458;1.9999999999999998e-05
https://www.healthaffairs.org/;3408;0.04064333333333333
https://www.hepdata.net/;35;0.00010333333333333333
https://www.hydroshare.org/;164;0.0
https://www.icpsr.umich.edu/;7893;0.029103333333333332
https://www.imaios.com/;3;0.4357933333333334
https://www.integrmed.org/;1;0.0
https://www.ipums.org/;1;0.0002466666666666666
https://www.isrctn.com/;2537;0.004866666666666667
https://www.iucnredlist.org/;2743;0.07413666666666667
https://www.jsad.com/;4;0.00046
https://www.jstor.org/;1;3.6351533333333337
https://www.knowledgette.com/;5;2.3333333333333332e-05
https://www.ldbase.org:443/;3;0.0
https://www.loebclassics.com/;207;0.021543333333333334
https://www.lpi.usra.edu/;6;0.10103
https://www.maxwell.vrac.puc-rio.br/;5;0.08834666666666667
https://www.morphosource.org/;365;1.9999999999999998e-05
https://www.namesforlife.com/;3352;0.0
https://www.ncei.noaa.gov/;15;0.11521333333333333
https://www.nordicstatistics.org/;19;0.0005833333333333334
https://www.nursa.org/;3;0.0
https://www.oecd-ilibrary.org/;1898;0.29400666666666664
https://www.openicpsr.org/;1085;0.0010666666666666667
https://www.oxfordbibliographies.com/;253;0.11213666666666668
https://www.planthealthexchange.org/;80;0.0
https://www.polardata.ca/;3;0.0
https://www.protocols.io/;538;0.011476666666666666
https://www.psycharchives.org/;1;0.02258
https://www.recensio.net/;1;0.01299
https://www.repository.cam.ac.uk/;268;0.004169999999999999
https://www.research-collection.ethz.ch/;24;0.05806
https://www.researchgate.net/;50;4.518593333333333
https://www.schwabeonline.ch/;60;0.03718666666666667
https://www.scidb.cn/;338;0.0
https://www.science.org/;1254;0.7701666666666667
https://www.sciencebase.gov/;24;0.006339999999999999
https://www.scienceopen.com/;2;0.020593333333333335
https://www.seanoe.org/;1;0.00013333333333333334
https://www.semantics.gr/;1;0.00015999999999999999
https://www.smg.surrey.ac.uk/;2;0.00017333333333333336
https://www.smir.ch/;1;0.00010333333333333333
https://www.socialscienceregistry.org/;7739;0.0009333333333333333
https://www.sodha.be/;35;0.0
https://www.swissubase.ch/;1;0.0
https://www.thermopedia.com/;1;0.04192333333333333
https://www.un-ilibrary.org/;6;0.010830000000000001
https://www.unavco.org/;3;0.00134
https://www.unidata.unimib.it/;2;0.0020633333333333333
https://www.uvm.edu/;7;0.12589666666666666
https://www.vliz.be/;1;0.03658333333333333
https://www.wdc-climate.de/;12;0.0013499999999999999
https://www.wider.unu.edu/;2;0.005379999999999999
https://www.worldbirdnames.org/;1;0.0017733333333333336
https://www.worldpop.org/;1;0.0022233333333333332
https://www.wto-ilibrary.org/;3;0.0010033333333333333
https://www.youtube.com/;4;61.95963
https://www.zora.uzh.ch/;1;0.14834
https://wyoscholar.uwyo.edu/;8;0.0
https://zenodo.org/;106;0.02531
